d,Delta_K,h_K,class_group,f,h,Nm_A,h_times_Nm_A,equals_f,status
151,-151,7,order 7,19,1,19,19,True,"steinitz (Nm(A)=19, form 1)"
151,-151,7,order 7,37,1,37,37,True,"steinitz (Nm(A)=37, form 3)"
151,-151,7,order 7,61,61,1,61,True,"free (no non-principal factorization, f likely inert)"
151,-151,7,order 7,79,79,1,79,True,"free (no non-principal factorization, f likely inert)"
151,-151,7,order 7,97,1,97,97,True,"steinitz (Nm(A)=97, form 1)"
151,-151,7,order 7,139,1,139,139,True,"steinitz (Nm(A)=139, form 1)"
151,-151,7,order 7,163,163,1,163,True,"free (no non-principal factorization, f likely inert)"
154,-616,8,order 8,7,1,7,7,True,"steinitz (Nm(A)=7, form 4)"
154,-616,8,order 8,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
154,-616,8,order 8,13,13,1,13,True,"free (no non-principal factorization, f likely inert)"
154,-616,8,order 8,19,1,19,19,True,"steinitz (Nm(A)=19, form 5)"
154,-616,8,order 8,37,37,1,37,True,"free (no non-principal factorization, f likely inert)"
154,-616,8,order 8,61,61,1,61,True,"free (no non-principal factorization, f likely inert)"
154,-616,8,order 8,79,1,79,79,True,"steinitz (Nm(A)=79, form 1)"
154,-616,8,order 8,97,97,1,97,True,"free (no non-principal factorization, f likely inert)"
154,-616,8,order 8,139,1,139,139,True,"steinitz (Nm(A)=139, form 5)"
154,-616,8,order 8,163,163,1,163,True,"free (f rep by principal, x=3, y=1)"
155,-155,4,Z/4Z,7,7,1,7,True,"free (no non-principal factorization, f likely inert)"
155,-155,4,Z/4Z,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
155,-155,4,Z/4Z,13,1,13,13,True,"steinitz (Nm(A)=13, form 1)"
155,-155,4,Z/4Z,19,1,19,19,True,"steinitz (Nm(A)=19, form 3)"
155,-155,4,Z/4Z,37,1,37,37,True,"steinitz (Nm(A)=37, form 1)"
155,-155,4,Z/4Z,61,61,1,61,True,"free (no non-principal factorization, f likely inert)"
155,-155,4,Z/4Z,79,79,1,79,True,"free (no non-principal factorization, f likely inert)"
155,-155,4,Z/4Z,97,97,1,97,True,"free (no non-principal factorization, f likely inert)"
155,-155,4,Z/4Z,139,139,1,139,True,"free (no non-principal factorization, f likely inert)"
155,-155,4,Z/4Z,163,163,1,163,True,"free (no non-principal factorization, f likely inert)"
157,-628,6,order 6,7,1,7,7,True,"steinitz (Nm(A)=7, form 2)"
157,-628,6,order 6,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
157,-628,6,order 6,13,1,13,13,True,"steinitz (Nm(A)=13, form 4)"
157,-628,6,order 6,19,19,1,19,True,"free (no non-principal factorization, f likely inert)"
157,-628,6,order 6,37,1,37,37,True,"steinitz (Nm(A)=37, form 4)"
157,-628,6,order 6,61,61,1,61,True,"free (no non-principal factorization, f likely inert)"
157,-628,6,order 6,79,1,79,79,True,"steinitz (Nm(A)=79, form 1)"
157,-628,6,order 6,97,97,1,97,True,"free (no non-principal factorization, f likely inert)"
157,-628,6,order 6,139,1,139,139,True,"steinitz (Nm(A)=139, form 1)"
157,-628,6,order 6,163,1,163,163,True,"steinitz (Nm(A)=163, form 1)"
158,-632,8,order 8,7,7,1,7,True,"free (no non-principal factorization, f likely inert)"
158,-632,8,order 8,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
158,-632,8,order 8,13,13,1,13,True,"free (no non-principal factorization, f likely inert)"
158,-632,8,order 8,19,19,1,19,True,"free (no non-principal factorization, f likely inert)"
158,-632,8,order 8,37,1,37,37,True,"steinitz (Nm(A)=37, form 4)"
158,-632,8,order 8,61,1,61,61,True,"steinitz (Nm(A)=61, form 2)"
158,-632,8,order 8,79,1,79,79,True,"steinitz (Nm(A)=79, form 1)"
158,-632,8,order 8,97,1,97,97,True,"steinitz (Nm(A)=97, form 1)"
158,-632,8,order 8,139,1,139,139,True,"steinitz (Nm(A)=139, form 4)"
158,-632,8,order 8,163,163,1,163,True,"free (no non-principal factorization, f likely inert)"
159,-159,10,order 10,7,1,7,7,True,"steinitz (Nm(A)=7, form 8)"
159,-159,10,order 10,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
159,-159,10,order 10,13,1,13,13,True,"steinitz (Nm(A)=13, form 4)"
159,-159,10,order 10,19,19,1,19,True,"free (no non-principal factorization, f likely inert)"
159,-159,10,order 10,37,1,37,37,True,"steinitz (Nm(A)=37, form 8)"
159,-159,10,order 10,61,61,1,61,True,"free (no non-principal factorization, f likely inert)"
159,-159,10,order 10,79,79,1,79,True,"free (no non-principal factorization, f likely inert)"
159,-159,10,order 10,97,1,97,97,True,"steinitz (Nm(A)=97, form 4)"
159,-159,10,order 10,139,139,1,139,True,"free (no non-principal factorization, f likely inert)"
159,-159,10,order 10,163,163,1,163,True,"free (f rep by principal, x=1, y=2)"
161,-644,16,order 16,7,1,7,7,True,"steinitz (Nm(A)=7, form 8)"
161,-644,16,order 16,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
161,-644,16,order 16,13,13,1,13,True,"free (no non-principal factorization, f likely inert)"
161,-644,16,order 16,19,19,1,19,True,"free (no non-principal factorization, f likely inert)"
161,-644,16,order 16,37,37,1,37,True,"free (no non-principal factorization, f likely inert)"
161,-644,16,order 16,61,1,61,61,True,"steinitz (Nm(A)=61, form 4)"
161,-644,16,order 16,79,1,79,79,True,"steinitz (Nm(A)=79, form 13)"
161,-644,16,order 16,97,1,97,97,True,"steinitz (Nm(A)=97, form 4)"
161,-644,16,order 16,139,1,139,139,True,"steinitz (Nm(A)=139, form 2)"
161,-644,16,order 16,163,163,1,163,True,"free (no non-principal factorization, f likely inert)"
163,-163,1,trivial,7,7,1,7,True,free (h_K=1)
163,-163,1,trivial,9,9,1,9,True,free (h_K=1)
163,-163,1,trivial,13,13,1,13,True,free (h_K=1)
163,-163,1,trivial,19,19,1,19,True,free (h_K=1)
163,-163,1,trivial,37,37,1,37,True,free (h_K=1)
163,-163,1,trivial,61,61,1,61,True,free (h_K=1)
163,-163,1,trivial,79,79,1,79,True,free (h_K=1)
163,-163,1,trivial,97,97,1,97,True,free (h_K=1)
163,-163,1,trivial,139,139,1,139,True,free (h_K=1)
163,-163,1,trivial,163,163,1,163,True,free (h_K=1)
165,-660,8,order 8,7,7,1,7,True,"free (no non-principal factorization, f likely inert)"
165,-660,8,order 8,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
165,-660,8,order 8,13,1,13,13,True,"steinitz (Nm(A)=13, form 7)"
165,-660,8,order 8,19,1,19,19,True,"steinitz (Nm(A)=19, form 5)"
165,-660,8,order 8,37,37,1,37,True,"free (no non-principal factorization, f likely inert)"
165,-660,8,order 8,61,61,1,61,True,"free (no non-principal factorization, f likely inert)"
165,-660,8,order 8,79,1,79,79,True,"steinitz (Nm(A)=79, form 5)"
165,-660,8,order 8,97,97,1,97,True,"free (no non-principal factorization, f likely inert)"
165,-660,8,order 8,139,1,139,139,True,"steinitz (Nm(A)=139, form 5)"
165,-660,8,order 8,163,1,163,163,True,"steinitz (Nm(A)=163, form 2)"
166,-664,10,order 10,7,1,7,7,True,"steinitz (Nm(A)=7, form 4)"
166,-664,10,order 10,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
166,-664,10,order 10,13,1,13,13,True,"steinitz (Nm(A)=13, form 8)"
166,-664,10,order 10,19,1,19,19,True,"steinitz (Nm(A)=19, form 8)"
166,-664,10,order 10,37,37,1,37,True,"free (no non-principal factorization, f likely inert)"
166,-664,10,order 10,61,61,1,61,True,"free (no non-principal factorization, f likely inert)"
166,-664,10,order 10,79,79,1,79,True,"free (no non-principal factorization, f likely inert)"
166,-664,10,order 10,97,97,1,97,True,"free (no non-principal factorization, f likely inert)"
166,-664,10,order 10,139,1,139,139,True,"steinitz (Nm(A)=139, form 2)"
166,-664,10,order 10,163,1,163,163,True,"steinitz (Nm(A)=163, form 8)"
167,-167,11,order 11,7,1,7,7,True,"steinitz (Nm(A)=7, form 8)"
167,-167,11,order 11,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
167,-167,11,order 11,13,13,1,13,True,"free (no non-principal factorization, f likely inert)"
167,-167,11,order 11,19,1,19,19,True,"steinitz (Nm(A)=19, form 7)"
167,-167,11,order 11,37,37,1,37,True,"free (no non-principal factorization, f likely inert)"
167,-167,11,order 11,61,1,61,61,True,"steinitz (Nm(A)=61, form 3)"
167,-167,11,order 11,79,79,1,79,True,"free (no non-principal factorization, f likely inert)"
167,-167,11,order 11,97,1,97,97,True,"steinitz (Nm(A)=97, form 5)"
167,-167,11,order 11,139,139,1,139,True,"free (no non-principal factorization, f likely inert)"
167,-167,11,order 11,163,163,1,163,True,"free (no non-principal factorization, f likely inert)"
170,-680,12,order 12,7,7,1,7,True,"free (no non-principal factorization, f likely inert)"
170,-680,12,order 12,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
170,-680,12,order 12,13,1,13,13,True,"steinitz (Nm(A)=13, form 10)"
170,-680,12,order 12,19,1,19,19,True,"steinitz (Nm(A)=19, form 7)"
170,-680,12,order 12,37,37,1,37,True,"free (no non-principal factorization, f likely inert)"
170,-680,12,order 12,61,1,61,61,True,"steinitz (Nm(A)=61, form 5)"
170,-680,12,order 12,79,1,79,79,True,"steinitz (Nm(A)=79, form 4)"
170,-680,12,order 12,97,1,97,97,True,"steinitz (Nm(A)=97, form 2)"
170,-680,12,order 12,139,139,1,139,True,"free (no non-principal factorization, f likely inert)"
170,-680,12,order 12,163,1,163,163,True,"steinitz (Nm(A)=163, form 9)"
173,-692,14,order 14,7,1,7,7,True,"steinitz (Nm(A)=7, form 6)"
173,-692,14,order 14,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
173,-692,14,order 14,13,1,13,13,True,"steinitz (Nm(A)=13, form 12)"
173,-692,14,order 14,19,1,19,19,True,"steinitz (Nm(A)=19, form 10)"
173,-692,14,order 14,37,1,37,37,True,"steinitz (Nm(A)=37, form 4)"
173,-692,14,order 14,61,61,1,61,True,"free (no non-principal factorization, f likely inert)"
173,-692,14,order 14,79,1,79,79,True,"steinitz (Nm(A)=79, form 2)"
173,-692,14,order 14,97,97,1,97,True,"free (no non-principal factorization, f likely inert)"
173,-692,14,order 14,139,139,1,139,True,"free (no non-principal factorization, f likely inert)"
173,-692,14,order 14,163,163,1,163,True,"free (no non-principal factorization, f likely inert)"
174,-696,12,order 12,7,1,7,7,True,"steinitz (Nm(A)=7, form 6)"
174,-696,12,order 12,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
174,-696,12,order 12,13,13,1,13,True,"free (no non-principal factorization, f likely inert)"
174,-696,12,order 12,19,1,19,19,True,"steinitz (Nm(A)=19, form 8)"
174,-696,12,order 12,37,1,37,37,True,"steinitz (Nm(A)=37, form 8)"
174,-696,12,order 12,61,1,61,61,True,"steinitz (Nm(A)=61, form 2)"
174,-696,12,order 12,79,79,1,79,True,"free (no non-principal factorization, f likely inert)"
174,-696,12,order 12,97,97,1,97,True,"free (no non-principal factorization, f likely inert)"
174,-696,12,order 12,139,139,1,139,True,"free (no non-principal factorization, f likely inert)"
174,-696,12,order 12,163,1,163,163,True,"steinitz (Nm(A)=163, form 8)"
177,-708,4,Z/2Z x Z/2Z,7,7,1,7,True,"free (no non-principal factorization, f likely inert)"
177,-708,4,Z/2Z x Z/2Z,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
177,-708,4,Z/2Z x Z/2Z,13,13,1,13,True,"free (no non-principal factorization, f likely inert)"
177,-708,4,Z/2Z x Z/2Z,19,19,1,19,True,"free (no non-principal factorization, f likely inert)"
177,-708,4,Z/2Z x Z/2Z,37,37,1,37,True,"free (no non-principal factorization, f likely inert)"
177,-708,4,Z/2Z x Z/2Z,61,61,1,61,True,"free (no non-principal factorization, f likely inert)"
177,-708,4,Z/2Z x Z/2Z,79,79,1,79,True,"free (no non-principal factorization, f likely inert)"
177,-708,4,Z/2Z x Z/2Z,97,97,1,97,True,"free (no non-principal factorization, f likely inert)"
177,-708,4,Z/2Z x Z/2Z,139,139,1,139,True,"free (no non-principal factorization, f likely inert)"
177,-708,4,Z/2Z x Z/2Z,163,163,1,163,True,"free (no non-principal factorization, f likely inert)"
178,-712,8,order 8,7,1,7,7,True,"steinitz (Nm(A)=7, form 2)"
178,-712,8,order 8,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
178,-712,8,order 8,13,1,13,13,True,"steinitz (Nm(A)=13, form 6)"
178,-712,8,order 8,19,19,1,19,True,"free (no non-principal factorization, f likely inert)"
178,-712,8,order 8,37,1,37,37,True,"steinitz (Nm(A)=37, form 2)"
178,-712,8,order 8,61,1,61,61,True,"steinitz (Nm(A)=61, form 6)"
178,-712,8,order 8,79,79,1,79,True,"free (no non-principal factorization, f likely inert)"
178,-712,8,order 8,97,1,97,97,True,"steinitz (Nm(A)=97, form 1)"
178,-712,8,order 8,139,1,139,139,True,"steinitz (Nm(A)=139, form 1)"
178,-712,8,order 8,163,163,1,163,True,"free (no non-principal factorization, f likely inert)"
179,-179,5,order 5,7,7,1,7,True,"free (no non-principal factorization, f likely inert)"
179,-179,5,order 5,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
179,-179,5,order 5,13,1,13,13,True,"steinitz (Nm(A)=13, form 3)"
179,-179,5,order 5,19,1,19,19,True,"steinitz (Nm(A)=19, form 1)"
179,-179,5,order 5,37,37,1,37,True,"free (no non-principal factorization, f likely inert)"
179,-179,5,order 5,61,1,61,61,True,"steinitz (Nm(A)=61, form 1)"
179,-179,5,order 5,79,79,1,79,True,"free (no non-principal factorization, f likely inert)"
179,-179,5,order 5,97,97,1,97,True,"free (no non-principal factorization, f likely inert)"
179,-179,5,order 5,139,1,139,139,True,"steinitz (Nm(A)=139, form 3)"
179,-179,5,order 5,163,163,1,163,True,"free (no non-principal factorization, f likely inert)"
181,-724,10,order 10,7,1,7,7,True,"steinitz (Nm(A)=7, form 4)"
181,-724,10,order 10,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
181,-724,10,order 10,13,1,13,13,True,"steinitz (Nm(A)=13, form 8)"
181,-724,10,order 10,19,1,19,19,True,"steinitz (Nm(A)=19, form 6)"
181,-724,10,order 10,37,1,37,37,True,"steinitz (Nm(A)=37, form 2)"
181,-724,10,order 10,61,61,1,61,True,"free (no non-principal factorization, f likely inert)"
181,-724,10,order 10,79,79,1,79,True,"free (no non-principal factorization, f likely inert)"
181,-724,10,order 10,97,97,1,97,True,"free (no non-principal factorization, f likely inert)"
181,-724,10,order 10,139,139,1,139,True,"free (no non-principal factorization, f likely inert)"
181,-724,10,order 10,163,1,163,163,True,"steinitz (Nm(A)=163, form 6)"
182,-728,12,order 12,7,1,7,7,True,"steinitz (Nm(A)=7, form 6)"
182,-728,12,order 12,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
182,-728,12,order 12,13,1,13,13,True,"steinitz (Nm(A)=13, form 11)"
182,-728,12,order 12,19,19,1,19,True,"free (no non-principal factorization, f likely inert)"
182,-728,12,order 12,37,1,37,37,True,"steinitz (Nm(A)=37, form 9)"
182,-728,12,order 12,61,1,61,61,True,"steinitz (Nm(A)=61, form 2)"
182,-728,12,order 12,79,1,79,79,True,"steinitz (Nm(A)=79, form 7)"
182,-728,12,order 12,97,1,97,97,True,"steinitz (Nm(A)=97, form 4)"
182,-728,12,order 12,139,1,139,139,True,"steinitz (Nm(A)=139, form 11)"
182,-728,12,order 12,163,1,163,163,True,"steinitz (Nm(A)=163, form 1)"
183,-183,8,order 8,7,7,1,7,True,"free (no non-principal factorization, f likely inert)"
183,-183,8,order 8,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
183,-183,8,order 8,13,1,13,13,True,"steinitz (Nm(A)=13, form 4)"
183,-183,8,order 8,19,1,19,19,True,"steinitz (Nm(A)=19, form 4)"
183,-183,8,order 8,37,37,1,37,True,"free (no non-principal factorization, f likely inert)"
183,-183,8,order 8,61,1,61,61,True,"steinitz (Nm(A)=61, form 3)"
183,-183,8,order 8,79,79,1,79,True,"free (no non-principal factorization, f likely inert)"
183,-183,8,order 8,97,1,97,97,True,"steinitz (Nm(A)=97, form 4)"
183,-183,8,order 8,139,139,1,139,True,"free (no non-principal factorization, f likely inert)"
183,-183,8,order 8,163,1,163,163,True,"steinitz (Nm(A)=163, form 4)"
185,-740,16,order 16,7,1,7,7,True,"steinitz (Nm(A)=7, form 7)"
185,-740,16,order 16,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
185,-740,16,order 16,13,1,13,13,True,"steinitz (Nm(A)=13, form 12)"
185,-740,16,order 16,19,1,19,19,True,"steinitz (Nm(A)=19, form 14)"
185,-740,16,order 16,37,1,37,37,True,"steinitz (Nm(A)=37, form 4)"
185,-740,16,order 16,61,61,1,61,True,"free (no non-principal factorization, f likely inert)"
185,-740,16,order 16,79,1,79,79,True,"steinitz (Nm(A)=79, form 5)"
185,-740,16,order 16,97,1,97,97,True,"steinitz (Nm(A)=97, form 1)"
185,-740,16,order 16,139,139,1,139,True,"free (no non-principal factorization, f likely inert)"
185,-740,16,order 16,163,163,1,163,True,"free (no non-principal factorization, f likely inert)"
186,-744,12,order 12,7,7,1,7,True,"free (no non-principal factorization, f likely inert)"
186,-744,12,order 12,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
186,-744,12,order 12,13,1,13,13,True,"steinitz (Nm(A)=13, form 10)"
186,-744,12,order 12,19,1,19,19,True,"steinitz (Nm(A)=19, form 6)"
186,-744,12,order 12,37,1,37,37,True,"steinitz (Nm(A)=37, form 5)"
186,-744,12,order 12,61,1,61,61,True,"steinitz (Nm(A)=61, form 10)"
186,-744,12,order 12,79,1,79,79,True,"steinitz (Nm(A)=79, form 10)"
186,-744,12,order 12,97,1,97,97,True,"steinitz (Nm(A)=97, form 6)"
186,-744,12,order 12,139,139,1,139,True,"free (no non-principal factorization, f likely inert)"
186,-744,12,order 12,163,1,163,163,True,"steinitz (Nm(A)=163, form 6)"
187,-187,2,Z/2Z,7,1,7,7,True,"steinitz (Nm(A)=7, form 1)"
187,-187,2,Z/2Z,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
187,-187,2,Z/2Z,13,13,1,13,True,"free (no non-principal factorization, f likely inert)"
187,-187,2,Z/2Z,19,19,1,19,True,"free (no non-principal factorization, f likely inert)"
187,-187,2,Z/2Z,37,37,1,37,True,"free (no non-principal factorization, f likely inert)"
187,-187,2,Z/2Z,61,1,61,61,True,"steinitz (Nm(A)=61, form 1)"
187,-187,2,Z/2Z,79,1,79,79,True,"steinitz (Nm(A)=79, form 1)"
187,-187,2,Z/2Z,97,97,1,97,True,"free (no non-principal factorization, f likely inert)"
187,-187,2,Z/2Z,139,1,139,139,True,"steinitz (Nm(A)=139, form 1)"
187,-187,2,Z/2Z,163,163,1,163,True,"free (no non-principal factorization, f likely inert)"
190,-760,4,Z/2Z x Z/2Z,7,7,1,7,True,"free (no non-principal factorization, f likely inert)"
190,-760,4,Z/2Z x Z/2Z,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
190,-760,4,Z/2Z x Z/2Z,13,13,1,13,True,"free (no non-principal factorization, f likely inert)"
190,-760,4,Z/2Z x Z/2Z,19,1,19,19,True,"steinitz (Nm(A)=19, form 3)"
190,-760,4,Z/2Z x Z/2Z,37,37,1,37,True,"free (no non-principal factorization, f likely inert)"
190,-760,4,Z/2Z x Z/2Z,61,61,1,61,True,"free (no non-principal factorization, f likely inert)"
190,-760,4,Z/2Z x Z/2Z,79,79,1,79,True,"free (no non-principal factorization, f likely inert)"
190,-760,4,Z/2Z x Z/2Z,97,1,97,97,True,"steinitz (Nm(A)=97, form 1)"
190,-760,4,Z/2Z x Z/2Z,139,139,1,139,True,"free (no non-principal factorization, f likely inert)"
190,-760,4,Z/2Z x Z/2Z,163,1,163,163,True,"steinitz (Nm(A)=163, form 2)"
191,-191,13,order 13,7,7,1,7,True,"free (no non-principal factorization, f likely inert)"
191,-191,13,order 13,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
191,-191,13,order 13,13,1,13,13,True,"steinitz (Nm(A)=13, form 10)"
191,-191,13,order 13,19,19,1,19,True,"free (no non-principal factorization, f likely inert)"
191,-191,13,order 13,37,37,1,37,True,"free (no non-principal factorization, f likely inert)"
191,-191,13,order 13,61,61,1,61,True,"free (no non-principal factorization, f likely inert)"
191,-191,13,order 13,79,1,79,79,True,"steinitz (Nm(A)=79, form 1)"
191,-191,13,order 13,97,1,97,97,True,"steinitz (Nm(A)=97, form 3)"
191,-191,13,order 13,139,139,1,139,True,"free (no non-principal factorization, f likely inert)"
191,-191,13,order 13,163,1,163,163,True,"steinitz (Nm(A)=163, form 10)"
193,-772,4,Z/4Z,7,7,1,7,True,"free (no non-principal factorization, f likely inert)"
193,-772,4,Z/4Z,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
193,-772,4,Z/4Z,13,13,1,13,True,"free (no non-principal factorization, f likely inert)"
193,-772,4,Z/4Z,19,1,19,19,True,"steinitz (Nm(A)=19, form 2)"
193,-772,4,Z/4Z,37,37,1,37,True,"free (no non-principal factorization, f likely inert)"
193,-772,4,Z/4Z,61,61,1,61,True,"free (no non-principal factorization, f likely inert)"
193,-772,4,Z/4Z,79,1,79,79,True,"steinitz (Nm(A)=79, form 2)"
193,-772,4,Z/4Z,97,1,97,97,True,"steinitz (Nm(A)=97, form 1)"
193,-772,4,Z/4Z,139,139,1,139,True,"free (no non-principal factorization, f likely inert)"
193,-772,4,Z/4Z,163,1,163,163,True,"steinitz (Nm(A)=163, form 2)"
194,-776,20,order 20,7,1,7,7,True,"steinitz (Nm(A)=7, form 8)"
194,-776,20,order 20,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
194,-776,20,order 20,13,1,13,13,True,"steinitz (Nm(A)=13, form 16)"
194,-776,20,order 20,19,19,1,19,True,"free (no non-principal factorization, f likely inert)"
194,-776,20,order 20,37,1,37,37,True,"steinitz (Nm(A)=37, form 18)"
194,-776,20,order 20,61,61,1,61,True,"free (no non-principal factorization, f likely inert)"
194,-776,20,order 20,79,79,1,79,True,"free (no non-principal factorization, f likely inert)"
194,-776,20,order 20,97,1,97,97,True,"steinitz (Nm(A)=97, form 1)"
194,-776,20,order 20,139,139,1,139,True,"free (no non-principal factorization, f likely inert)"
194,-776,20,order 20,163,1,163,163,True,"steinitz (Nm(A)=163, form 6)"
195,-195,4,Z/2Z x Z/2Z,7,1,7,7,True,"steinitz (Nm(A)=7, form 3)"
195,-195,4,Z/2Z x Z/2Z,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
195,-195,4,Z/2Z x Z/2Z,13,1,13,13,True,"steinitz (Nm(A)=13, form 3)"
195,-195,4,Z/2Z x Z/2Z,19,19,1,19,True,"free (no non-principal factorization, f likely inert)"
195,-195,4,Z/2Z x Z/2Z,37,1,37,37,True,"steinitz (Nm(A)=37, form 3)"
195,-195,4,Z/2Z x Z/2Z,61,61,1,61,True,"free (f rep by principal, x=3, y=1)"
195,-195,4,Z/2Z x Z/2Z,79,79,1,79,True,"free (f rep by principal, x=5, y=1)"
195,-195,4,Z/2Z x Z/2Z,97,1,97,97,True,"steinitz (Nm(A)=97, form 3)"
195,-195,4,Z/2Z x Z/2Z,139,139,1,139,True,"free (f rep by principal, x=9, y=1)"
195,-195,4,Z/2Z x Z/2Z,163,1,163,163,True,"steinitz (Nm(A)=163, form 3)"
197,-788,10,order 10,7,7,1,7,True,"free (no non-principal factorization, f likely inert)"
197,-788,10,order 10,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
197,-788,10,order 10,13,13,1,13,True,"free (no non-principal factorization, f likely inert)"
197,-788,10,order 10,19,19,1,19,True,"free (no non-principal factorization, f likely inert)"
197,-788,10,order 10,37,1,37,37,True,"steinitz (Nm(A)=37, form 4)"
197,-788,10,order 10,61,1,61,61,True,"steinitz (Nm(A)=61, form 4)"
197,-788,10,order 10,79,1,79,79,True,"steinitz (Nm(A)=79, form 8)"
197,-788,10,order 10,97,1,97,97,True,"steinitz (Nm(A)=97, form 6)"
197,-788,10,order 10,139,1,139,139,True,"steinitz (Nm(A)=139, form 1)"
197,-788,10,order 10,163,163,1,163,True,"free (no non-principal factorization, f likely inert)"
199,-199,9,order 9,7,1,7,7,True,"steinitz (Nm(A)=7, form 7)"
199,-199,9,order 9,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
199,-199,9,order 9,13,1,13,13,True,"steinitz (Nm(A)=13, form 3)"
199,-199,9,order 9,19,19,1,19,True,"free (no non-principal factorization, f likely inert)"
199,-199,9,order 9,37,37,1,37,True,"free (no non-principal factorization, f likely inert)"
199,-199,9,order 9,61,1,61,61,True,"steinitz (Nm(A)=61, form 1)"
199,-199,9,order 9,79,1,79,79,True,"steinitz (Nm(A)=79, form 5)"
199,-199,9,order 9,97,97,1,97,True,"free (no non-principal factorization, f likely inert)"
199,-199,9,order 9,139,1,139,139,True,"steinitz (Nm(A)=139, form 3)"
199,-199,9,order 9,163,163,1,163,True,"free (no non-principal factorization, f likely inert)"
